,MVT_GT_Atlanta GA
2022-01-02,39.0
2022-01-09,27.0
2022-01-16,24.0
2022-01-23,31.0
2022-01-30,24.0
2022-02-06,25.0
2022-02-13,20.0
2022-02-20,16.0
2022-02-27,11.0
2022-03-13,53.0
2022-03-20,31.0
2022-03-27,17.0
2022-04-03,23.0
2022-04-10,65.0
2022-04-17,12.0
2022-04-24,27.0
2022-05-01,31.0
2022-05-08,49.0
2022-05-15,47.0
2022-05-22,46.0
2022-05-29,38.0
2022-06-05,13.0
2022-06-12,29.0
2022-06-19,23.0
2022-07-03,45.0
2022-07-10,34.0
2022-07-17,46.0
2022-07-31,13.0
2022-08-07,34.0
2022-08-14,24.0
2022-08-21,34.0
2022-08-28,44.0
2022-09-04,28.0
2022-09-18,49.0
2022-09-25,30.0
2022-10-02,45.0
2022-10-09,17.0
2022-10-16,26.0
2022-10-23,39.0
2022-11-06,27.0
2022-11-13,46.0
2022-11-27,25.0
2022-12-04,48.0
2022-12-11,58.0
2022-12-18,44.0
2022-12-25,28.0
