,MVT_GT_Atlanta GA
2021-05-02,33.0
2021-05-09,27.0
2021-05-16,29.0
2021-05-23,100.0
2021-05-30,34.0
2021-06-06,28.0
2021-06-13,28.0
2021-06-20,19.0
2021-07-04,29.0
2021-07-11,64.0
2021-07-25,52.0
2021-08-01,17.0
2021-08-08,19.0
2021-08-15,30.0
2021-08-22,15.0
2021-08-29,32.0
2021-09-05,29.0
2021-09-12,28.0
2021-09-19,20.0
2021-09-26,25.0
2021-10-10,16.0
2021-10-17,40.0
2021-10-24,18.0
2021-10-31,18.0
2021-11-07,37.0
2021-11-21,20.0
2021-12-05,19.0
2021-12-12,33.0
2021-12-19,27.0
2021-12-26,19.0
2022-01-02,35.0
2022-01-09,24.0
2022-01-16,21.0
2022-01-23,28.0
2022-01-30,54.0
2022-02-06,23.0
2022-02-13,18.0
2022-02-20,14.0
2022-02-27,10.0
2022-03-06,30.0
2022-03-13,48.0
2022-03-20,28.0
2022-03-27,19.0
2022-04-03,21.0
2022-04-10,58.0
2022-04-17,10.0
2022-04-24,42.0
2022-05-01,31.0
2022-05-08,28.0
2022-05-15,43.0
2022-05-22,42.0
2022-05-29,34.0
2022-06-05,11.0
2022-06-12,26.0
2022-06-19,21.0
2022-07-03,40.0
2022-07-10,30.0
2022-07-17,42.0
2022-07-31,11.0
2022-08-07,28.0
2022-08-14,21.0
2022-08-21,31.0
2022-08-28,19.0
2022-09-04,31.0
2022-09-18,44.0
2022-09-25,26.0
2022-10-02,40.0
2022-10-09,16.0
2022-10-16,24.0
2022-10-23,32.0
2022-10-30,13.0
2022-11-06,45.0
2022-11-13,41.0
2022-11-27,22.0
2022-12-04,43.0
2022-12-11,42.0
2022-12-18,39.0
2022-12-25,26.0
