,MVT_GT_Atlanta GA
2022-07-03,40.0
2022-07-10,40.0
2022-07-17,31.0
2022-07-24,24.0
2022-08-07,37.0
2022-08-14,24.0
2022-08-21,20.0
2022-08-28,39.0
2022-09-04,51.0
2022-09-11,24.0
2022-09-18,30.0
2022-09-25,33.0
2022-10-02,36.0
2022-10-09,17.0
2022-10-16,25.0
2022-10-23,74.0
2022-10-30,47.0
2022-11-06,47.0
2022-11-13,52.0
2022-11-20,40.0
2022-11-27,27.0
2022-12-04,41.0
2022-12-11,43.0
2022-12-18,16.0
2022-12-25,36.0
